site_id,month,days_ar,denial_rate
S026,2020-05-01,23.5,6.34
S026,2020-06-01,23.04,6.16
S026,2020-07-01,21.1,6.31
S026,2020-08-01,19.61,5.99
S026,2020-09-01,22.88,5.95
S026,2020-10-01,21.07,5.69
S026,2020-11-01,23.66,5.53
S026,2020-12-01,21.65,5.99
S026,2021-01-01,25.96,6.37
S026,2021-02-01,23.38,6.27
S026,2021-03-01,24.18,6.19
S026,2021-04-01,26.3,5.95
S026,2021-05-01,26.52,6.5
S026,2021-06-01,24.74,5.97
S026,2021-07-01,21.88,5.52
S026,2021-08-01,20.58,5.99
S026,2021-09-01,23.05,5.47
S026,2021-10-01,21.33,5.75
S026,2021-11-01,20.51,6.08
S026,2021-12-01,22.52,5.99
S026,2022-01-01,23.93,5.96
S026,2022-02-01,25.33,6.25
S026,2022-03-01,25.05,6.13
S026,2022-04-01,25.82,6.81
S026,2022-05-01,24.82,6.5
S026,2022-06-01,21.52,6.1
S026,2022-07-01,20.96,5.46
S026,2022-08-01,20.77,6.15
S026,2022-09-01,23.03,5.82
S026,2022-10-01,19.58,5.73
S026,2022-11-01,23.06,5.95
S026,2022-12-01,20.84,5.78
S026,2023-01-01,24.51,6.36
S026,2023-02-01,22.04,6.26
S026,2023-03-01,25.82,6.61
S026,2023-04-01,26.38,6.49
S026,2023-05-01,23.41,5.63
S026,2023-06-01,23.02,6.35
S026,2023-07-01,24.7,6.11
S026,2023-08-01,22.52,5.9
S026,2023-09-01,20.77,5.71
S026,2023-10-01,24.38,5.51
S026,2023-11-01,25.03,5.8
S026,2023-12-01,25.59,5.63
S026,2024-01-01,29.63,7.04
S026,2024-02-01,27.36,7.43
S026,2024-03-01,31.27,7.15
S026,2024-04-01,27.24,7.34
S026,2024-05-01,28.62,7.42
S026,2024-06-01,29.18,7.09
S026,2024-07-01,29.54,7.02
S026,2024-08-01,25.5,6.36
S026,2024-09-01,25.36,6.71
S026,2024-10-01,27.46,6.99
S026,2024-11-01,24.99,7.01
S026,2024-12-01,28.76,7.57
S027,2019-01-01,15.0,3.55
S027,2019-02-01,15.0,3.55
S027,2019-03-01,15.0,3.08
S027,2019-04-01,15.0,3.2
S027,2019-05-01,15.0,3.69
S027,2019-06-01,15.0,2.46
S027,2019-07-01,15.0,3.3
S027,2019-08-01,15.0,3.04
S027,2019-09-01,15.0,2.49
S027,2019-10-01,15.0,2.66
S027,2019-11-01,15.0,3.2
S027,2019-12-01,15.0,2.99
S027,2020-01-01,15.0,3.25
S027,2020-02-01,15.0,3.49
S027,2020-03-01,15.0,4.04
S027,2020-04-01,15.0,3.67
S027,2020-05-01,15.0,3.43
S027,2020-06-01,15.0,2.61
S027,2020-07-01,15.0,3.41
S027,2020-08-01,15.0,2.58
S027,2020-09-01,15.0,2.9
S027,2020-10-01,15.0,2.97
S027,2020-11-01,15.0,3.46
S027,2020-12-01,15.0,2.86
S027,2021-01-01,15.0,3.82
S027,2021-02-01,17.23,3.1
S027,2021-03-01,15.0,2.85
S027,2021-04-01,15.0,3.27
S027,2021-05-01,15.0,3.09
S027,2021-06-01,15.0,3.03
S027,2021-07-01,15.0,3.25
S027,2021-08-01,15.0,2.92
S027,2021-09-01,15.0,2.78
S027,2021-10-01,15.0,3.02
S027,2021-11-01,15.0,3.02
S027,2021-12-01,15.0,3.32
S027,2022-01-01,15.0,3.5
S027,2022-02-01,15.0,3.25
S027,2022-03-01,15.0,3.66
S027,2022-04-01,15.0,3.01
S027,2022-05-01,15.0,3.38
S027,2022-06-01,15.0,3.0
S027,2022-07-01,15.0,3.23
S027,2022-08-01,15.0,2.89
S027,2022-09-01,15.0,2.45
S027,2022-10-01,15.0,3.15
S027,2022-11-01,15.0,2.93
S027,2022-12-01,15.0,3.1
S027,2023-01-01,15.0,3.57
S027,2023-02-01,15.0,3.01
S027,2023-03-01,15.0,2.62
S027,2023-04-01,15.0,3.72
S027,2023-05-01,15.0,3.26
S027,2023-06-01,15.0,2.97
S027,2023-07-01,15.0,3.25
S027,2023-08-01,15.0,3.0
S027,2023-09-01,15.0,2.75
S027,2023-10-01,15.0,3.76
S027,2023-11-01,15.0,3.14
S027,2023-12-01,15.0,3.23
S027,2024-01-01,15.0,3.38
S027,2024-02-01,15.0,3.5
S027,2024-03-01,15.0,3.61
S027,2024-04-01,15.0,3.36
S027,2024-05-01,15.0,3.41
S027,2024-06-01,15.0,3.27
S027,2024-07-01,15.0,2.83
S027,2024-08-01,15.0,3.0
S027,2024-09-01,15.0,3.19
S027,2024-10-01,16.38,3.95
S027,2024-11-01,15.0,4.23
S027,2024-12-01,16.59,4.46
S028,2019-01-01,37.3,4.83
S028,2019-02-01,37.99,5.45
S028,2019-03-01,39.79,5.37
S028,2019-04-01,41.09,4.97
S028,2019-05-01,39.81,5.36
S028,2019-06-01,38.13,5.3
S028,2019-07-01,37.55,5.01
S028,2019-08-01,33.46,5.45
S028,2019-09-01,34.67,5.05
S028,2019-10-01,36.96,4.71
S028,2019-11-01,36.74,4.95
S028,2019-12-01,36.64,5.3
S028,2020-01-01,35.59,5.2
S028,2020-02-01,40.6,5.81
S028,2020-03-01,38.75,5.65
S028,2020-04-01,38.13,5.95
S028,2020-05-01,37.54,5.5
S028,2020-06-01,38.56,5.05
S028,2020-07-01,38.18,4.67
S028,2020-08-01,37.56,4.91
S028,2020-09-01,27.66,3.17
S028,2020-10-01,27.61,3.47
S028,2020-11-01,28.12,3.85
S028,2020-12-01,31.46,4.1
S028,2021-01-01,31.49,3.86
S028,2021-02-01,30.44,4.84
S028,2021-03-01,30.92,4.84
S028,2021-04-01,31.39,4.3
S028,2021-05-01,32.63,4.57
S028,2021-06-01,29.86,3.93
S028,2021-07-01,28.94,3.99
S028,2021-08-01,29.63,3.78
S028,2021-09-01,28.96,4.23
S028,2021-10-01,26.83,3.71
S028,2021-11-01,24.72,2.94
S028,2021-12-01,28.58,3.85
S028,2022-01-01,28.22,4.1
S028,2022-02-01,29.64,4.48
S028,2022-03-01,30.12,3.95
S028,2022-04-01,31.21,4.07
S028,2022-05-01,23.97,2.67
S028,2022-06-01,21.21,2.68
S028,2022-07-01,21.2,2.65
S028,2022-08-01,20.05,1.85
S028,2022-09-01,19.53,2.6
S028,2022-10-01,20.0,2.33
S028,2022-11-01,22.66,2.3
S028,2022-12-01,19.87,2.61
S028,2023-01-01,22.45,2.52
S028,2023-02-01,23.65,3.07
S028,2023-03-01,24.17,3.05
S028,2023-04-01,26.63,2.82
S028,2023-05-01,23.6,2.66
S028,2023-06-01,20.91,2.48
S028,2023-07-01,20.46,2.62
S028,2023-08-01,23.97,2.18
S028,2023-09-01,19.56,2.34
S028,2023-10-01,21.04,2.48
S028,2023-11-01,23.11,1.78
S028,2023-12-01,18.6,2.51
S028,2024-01-01,24.83,2.34
S028,2024-02-01,19.4,3.09
S028,2024-03-01,24.55,2.63
S028,2024-04-01,22.43,2.63
S028,2024-05-01,23.35,2.62
S028,2024-06-01,22.92,1.8
S028,2024-07-01,19.9,2.17
S028,2024-08-01,20.06,2.24
S028,2024-09-01,21.38,1.8
S028,2024-10-01,20.52,2.57
S028,2024-11-01,23.97,2.36
S028,2024-12-01,22.16,2.17
S029,2019-01-01,38.04,9.34
S029,2019-02-01,42.35,9.55
S029,2019-03-01,40.57,9.4
S029,2019-04-01,45.16,9.33
S029,2019-05-01,42.04,9.09
S029,2019-06-01,38.27,9.35
S029,2019-07-01,38.71,8.94
S029,2019-08-01,36.55,8.33
S029,2019-09-01,40.78,8.54
S029,2019-10-01,41.08,8.66
S029,2019-11-01,36.87,9.06
S029,2019-12-01,39.74,9.15
S029,2020-01-01,41.67,8.63
S029,2020-02-01,41.73,10.11
S029,2020-03-01,42.49,9.47
S029,2020-04-01,43.09,9.51
S029,2020-05-01,41.06,9.01
S029,2020-06-01,40.1,9.5
S029,2020-07-01,37.49,9.47
S029,2020-08-01,37.88,8.66
S029,2020-09-01,39.25,8.81
S029,2020-10-01,39.16,8.84
S029,2020-11-01,31.59,8.18
S029,2020-12-01,33.12,7.58
S029,2021-01-01,32.0,8.61
S029,2021-02-01,34.22,8.28
S029,2021-03-01,32.64,8.15
S029,2021-04-01,31.38,8.41
S029,2021-05-01,32.78,8.04
S029,2021-06-01,32.58,8.29
S029,2021-07-01,34.82,7.57
S029,2021-08-01,32.69,8.21
S029,2021-09-01,29.51,7.94
S029,2021-10-01,30.26,7.97
S029,2021-11-01,33.95,8.21
S029,2021-12-01,27.63,6.83
S029,2022-01-01,25.64,7.05
S029,2022-02-01,30.41,6.76
S029,2022-03-01,27.29,7.3
S029,2022-04-01,27.12,6.98
S029,2022-05-01,27.23,6.7
S029,2022-06-01,25.41,7.17
S029,2022-07-01,23.91,6.33
S029,2022-08-01,24.19,6.92
S029,2022-09-01,24.57,6.52
S029,2022-10-01,25.2,6.17
S029,2022-11-01,26.61,6.92
S029,2022-12-01,26.26,7.26
S029,2023-01-01,26.18,7.45
S029,2023-02-01,28.83,7.12
S029,2023-03-01,28.84,7.23
S029,2023-04-01,30.43,6.89
S029,2023-05-01,26.73,7.42
S029,2023-06-01,25.98,7.23
S029,2023-07-01,28.42,6.69
S029,2023-08-01,26.16,6.35
S029,2023-09-01,26.0,6.72
S029,2023-10-01,25.85,6.5
S029,2023-11-01,23.38,6.96
S029,2023-12-01,23.77,6.86
S029,2024-01-01,29.28,7.17
S029,2024-02-01,31.52,7.53
S029,2024-03-01,27.89,7.27
S029,2024-04-01,28.53,6.74
S029,2024-05-01,26.46,6.94
S029,2024-06-01,23.81,6.97
S029,2024-07-01,25.5,6.31
S029,2024-08-01,25.74,6.91
S029,2024-09-01,25.21,6.56
S029,2024-10-01,26.02,6.9
S029,2024-11-01,26.33,6.56
S029,2024-12-01,27.28,7.32
S030,2019-01-01,29.27,5.44
S030,2019-02-01,30.11,4.93
S030,2019-03-01,30.16,5.03
S030,2019-04-01,28.28,4.75
S030,2019-05-01,28.53,4.85
S030,2019-06-01,30.66,4.85
S030,2019-07-01,24.61,5.12
S030,2019-08-01,27.88,4.17
S030,2019-09-01,27.4,4.41
S030,2019-10-01,26.43,4.46
S030,2019-11-01,27.25,4.39
S030,2019-12-01,28.14,4.23
S030,2020-01-01,30.38,4.98
S030,2020-02-01,31.67,5.16
S030,2020-03-01,31.65,4.8
S030,2020-04-01,32.16,4.51
S030,2020-05-01,28.81,4.52
S030,2020-06-01,30.79,4.94
S030,2020-07-01,28.9,4.83
S030,2020-08-01,26.11,4.5
S030,2020-09-01,26.98,4.61
S030,2020-10-01,27.26,4.28
S030,2020-11-01,28.98,4.77
S030,2020-12-01,28.16,4.64
S030,2021-01-01,28.58,4.06
S030,2021-02-01,24.16,4.03
S030,2021-03-01,24.52,3.3
S030,2021-04-01,23.33,3.18
S030,2021-05-01,25.18,3.41
S030,2021-06-01,24.01,3.87
S030,2021-07-01,19.77,3.09
S030,2021-08-01,20.92,3.07
S030,2021-09-01,20.28,3.14
S030,2021-10-01,17.72,2.65
S030,2021-11-01,21.46,3.26
S030,2021-12-01,21.29,3.79
S030,2022-01-01,24.88,3.65
S030,2022-02-01,23.34,3.99
S030,2022-03-01,22.09,3.95
S030,2022-04-01,24.68,4.05
S030,2022-05-01,20.22,3.5
S030,2022-06-01,20.81,3.61
S030,2022-07-01,21.84,3.88
S030,2022-08-01,19.65,3.17
S030,2022-09-01,21.85,3.37
S030,2022-10-01,22.29,3.41
S030,2022-11-01,19.39,3.03
S030,2022-12-01,19.8,3.78
S030,2023-01-01,24.91,4.29
S030,2023-02-01,24.24,4.44
S030,2023-03-01,22.37,3.79
S030,2023-04-01,24.25,4.22
S030,2023-05-01,22.4,4.1
S030,2023-06-01,21.73,4.22
S030,2023-07-01,22.18,3.85
S030,2023-08-01,20.78,3.73
S030,2023-09-01,18.55,3.76
S030,2023-10-01,15.0,2.83
S030,2023-11-01,15.0,2.71
S030,2023-12-01,15.83,2.94
S030,2024-01-01,18.04,2.45
S030,2024-02-01,19.46,2.86
S030,2024-03-01,20.41,3.08
S030,2024-04-01,19.42,2.75
S030,2024-05-01,21.66,3.63
S030,2024-06-01,22.83,4.12
S030,2024-07-01,19.34,3.79
S030,2024-08-01,16.56,3.0
S030,2024-09-01,18.11,2.91
S030,2024-10-01,17.44,3.48
S030,2024-11-01,20.22,3.58
S030,2024-12-01,22.58,3.7
S031,2019-01-01,32.95,5.5
S031,2019-02-01,30.92,5.94
S031,2019-03-01,32.08,5.39
S031,2019-04-01,32.43,5.35
S031,2019-05-01,31.34,5.62
S031,2019-06-01,31.49,5.1
S031,2019-07-01,29.23,5.54
S031,2019-08-01,29.98,5.73
S031,2019-09-01,30.74,5.41
S031,2019-10-01,27.15,5.34
S031,2019-11-01,29.89,5.05
S031,2019-12-01,31.22,5.65
S031,2020-01-01,32.72,5.25
S031,2020-02-01,33.81,5.44
S031,2020-03-01,33.29,5.58
S031,2020-04-01,32.37,5.86
S031,2020-05-01,30.41,6.1
S031,2020-06-01,28.23,5.19
S031,2020-07-01,30.52,5.39
S031,2020-08-01,29.08,5.09
S031,2020-09-01,29.58,5.0
S031,2020-10-01,31.32,5.36
S031,2020-11-01,31.27,4.93
S031,2020-12-01,30.85,5.28
S031,2021-01-01,30.46,5.62
S031,2021-02-01,31.89,5.82
S031,2021-03-01,31.36,6.18
S031,2021-04-01,31.35,5.69
S031,2021-05-01,33.15,5.35
S031,2021-06-01,32.24,5.0
S031,2021-07-01,32.14,5.22
S031,2021-08-01,28.34,5.02
S031,2021-09-01,30.18,4.89
S031,2021-10-01,28.11,5.04
S031,2021-11-01,28.2,5.76
S031,2021-12-01,30.12,5.62
S031,2022-01-01,32.28,5.22
S031,2022-02-01,32.69,5.86
S031,2022-03-01,27.65,5.17
S031,2022-04-01,29.2,5.05
S031,2022-05-01,26.24,4.34
S031,2022-06-01,25.01,4.58
S031,2022-07-01,25.75,3.72
S031,2022-08-01,24.19,4.3
S031,2022-09-01,23.52,4.6
S031,2022-10-01,24.83,4.65
S031,2022-11-01,24.61,4.65
S031,2022-12-01,28.38,4.91
S031,2023-01-01,25.29,4.59
S031,2023-02-01,27.15,4.92
S031,2023-03-01,28.96,4.57
S031,2023-04-01,27.77,4.17
S031,2023-05-01,29.09,4.51
S031,2023-06-01,26.02,4.42
S031,2023-07-01,26.65,3.52
S031,2023-08-01,24.17,4.23
S031,2023-09-01,23.25,4.73
S031,2023-10-01,22.87,4.49
S031,2023-11-01,25.47,4.75
S031,2023-12-01,28.77,4.78
S031,2024-01-01,32.42,5.27
S031,2024-02-01,29.19,5.09
S031,2024-03-01,32.35,5.55
S031,2024-04-01,30.49,4.38
S031,2024-05-01,31.56,4.78
S031,2024-06-01,26.75,4.15
S031,2024-07-01,30.0,4.88
S031,2024-08-01,27.7,5.15
S031,2024-09-01,28.73,5.18
S031,2024-10-01,25.95,4.73
S031,2024-11-01,26.35,4.78
S031,2024-12-01,29.4,5.18
S032,2019-01-01,41.08,8.27
S032,2019-02-01,42.8,8.84
S032,2019-03-01,41.54,7.95
S032,2019-04-01,42.11,7.95
S032,2019-05-01,43.23,8.0
S032,2019-06-01,39.16,7.79
S032,2019-07-01,40.09,7.73
S032,2019-08-01,37.31,8.17
S032,2019-09-01,36.73,7.64
S032,2019-10-01,39.26,7.18
S032,2019-11-01,39.73,7.46
S032,2019-12-01,41.24,7.64
S032,2020-01-01,42.05,8.41
S032,2020-02-01,43.03,8.27
S032,2020-03-01,41.66,8.06
S032,2020-04-01,43.95,7.98
S032,2020-05-01,39.45,8.28
S032,2020-06-01,38.82,7.65
S032,2020-07-01,36.84,7.64
S032,2020-08-01,38.15,7.74
S032,2020-09-01,39.44,7.79
S032,2020-10-01,37.99,7.61
S032,2020-11-01,39.77,8.16
S032,2020-12-01,40.2,7.79
S032,2021-01-01,39.52,7.65
S032,2021-02-01,42.74,8.36
S032,2021-03-01,42.88,8.19
S032,2021-04-01,43.85,8.05
S032,2021-05-01,42.44,8.07
S032,2021-06-01,39.1,8.11
S032,2021-07-01,39.62,7.89
S032,2021-08-01,38.4,7.66
S032,2021-09-01,41.59,7.99
S032,2021-10-01,39.36,7.7
S032,2021-11-01,40.52,7.94
S032,2021-12-01,40.05,7.84
S032,2022-01-01,40.89,7.13
S032,2022-02-01,42.06,8.04
S032,2022-03-01,44.4,8.24
S032,2022-04-01,39.96,8.18
S032,2022-05-01,39.44,8.22
S032,2022-06-01,40.45,8.22
S032,2022-07-01,37.82,7.79
S032,2022-08-01,36.23,7.88
S032,2022-09-01,38.79,7.78
S032,2022-10-01,38.28,7.8
S032,2022-11-01,41.42,7.7
S032,2022-12-01,40.22,7.61
S032,2023-01-01,39.71,8.11
S032,2023-02-01,43.4,8.11
S032,2023-03-01,41.66,8.11
S032,2023-04-01,40.94,8.28
S032,2023-05-01,38.76,8.47
S032,2023-06-01,39.01,8.15
S032,2023-07-01,37.1,7.98
S032,2023-08-01,32.22,6.77
S032,2023-09-01,28.57,6.94
S032,2023-10-01,28.56,6.83
S032,2023-11-01,32.61,7.26
S032,2023-12-01,32.08,6.88
S032,2024-01-01,34.03,7.32
S032,2024-02-01,30.31,7.66
S032,2024-03-01,34.03,7.83
S032,2024-04-01,32.15,6.48
S032,2024-05-01,33.48,7.41
S032,2024-06-01,29.53,6.87
S032,2024-07-01,35.2,6.93
S032,2024-08-01,31.43,6.71
S032,2024-09-01,26.93,6.82
S032,2024-10-01,29.93,6.79
S032,2024-11-01,35.92,7.95
S032,2024-12-01,36.87,7.64
S033,2019-01-01,25.73,5.96
S033,2019-02-01,22.65,6.88
S033,2019-03-01,26.76,6.68
S033,2019-04-01,23.64,6.45
S033,2019-05-01,24.6,6.07
S033,2019-06-01,22.89,6.6
S033,2019-07-01,25.14,6.12
S033,2019-08-01,23.4,5.57
S033,2019-09-01,22.99,5.86
S033,2019-10-01,22.73,6.07
S033,2019-11-01,24.98,5.99
S033,2019-12-01,24.94,6.32
S033,2020-01-01,24.76,6.49
S033,2020-02-01,24.46,6.66
S033,2020-03-01,25.9,6.77
S033,2020-04-01,25.86,6.9
S033,2020-05-01,32.2,7.45
S033,2020-06-01,31.11,7.26
S033,2020-07-01,29.69,7.65
S033,2020-08-01,25.21,7.39
S033,2020-09-01,27.11,7.09
S033,2020-10-01,30.1,7.16
S033,2020-11-01,27.6,7.49
S033,2020-12-01,30.84,7.58
S033,2021-01-01,32.56,7.93
S033,2021-02-01,28.28,7.72
S033,2021-03-01,30.97,8.06
S033,2021-04-01,27.61,8.64
S033,2021-05-01,31.61,7.81
S033,2021-06-01,31.58,8.32
S033,2021-07-01,30.12,7.75
S033,2021-08-01,28.27,7.32
S033,2021-09-01,27.1,7.07
S033,2021-10-01,27.05,6.95
S033,2021-11-01,28.7,6.96
S033,2021-12-01,30.1,7.61
S033,2022-01-01,31.03,7.61
S033,2022-02-01,36.16,8.29
S033,2022-03-01,29.94,7.99
S033,2022-04-01,30.63,7.57
S033,2022-05-01,28.8,7.9
S033,2022-06-01,28.79,7.91
S033,2022-07-01,30.3,7.88
S033,2022-08-01,26.8,7.5
S033,2022-09-01,28.76,7.18
S033,2022-10-01,26.92,7.84
S033,2022-11-01,29.15,7.66
S033,2022-12-01,28.58,7.25
S033,2023-01-01,29.96,7.73
S033,2023-02-01,29.95,7.88
S033,2023-03-01,29.28,7.58
S033,2023-04-01,32.55,8.06
S033,2023-05-01,30.22,7.46
S033,2023-06-01,27.94,7.57
S033,2023-07-01,29.45,7.81
S033,2023-08-01,27.0,7.08
S033,2023-09-01,27.88,7.14
S033,2023-10-01,26.97,7.82
S033,2023-11-01,29.72,7.58
S033,2023-12-01,27.57,7.75
S033,2024-01-01,32.07,7.72
S033,2024-02-01,33.24,8.33
S033,2024-03-01,33.98,8.08
S033,2024-04-01,32.09,8.37
S033,2024-05-01,31.15,7.68
S033,2024-06-01,28.81,7.76
S033,2024-07-01,26.54,7.49
S033,2024-08-01,29.39,6.77
S033,2024-09-01,29.78,7.72
S033,2024-10-01,27.06,7.59
S033,2024-11-01,28.48,7.9
S033,2024-12-01,30.95,7.26
S034,2019-01-01,28.49,4.03
S034,2019-02-01,28.46,3.98
S034,2019-03-01,31.23,4.55
S034,2019-04-01,27.23,3.8
S034,2019-05-01,27.03,4.22
S034,2019-06-01,26.97,4.31
S034,2019-07-01,26.79,4.08
S034,2019-08-01,25.36,3.26
S034,2019-09-01,24.31,3.96
S034,2019-10-01,24.8,3.83
S034,2019-11-01,25.13,3.48
S034,2019-12-01,26.42,4.03
S034,2020-01-01,26.62,4.02
S034,2020-02-01,26.93,4.53
S034,2020-03-01,28.16,4.67
S034,2020-04-01,30.63,4.17
S034,2020-05-01,26.09,3.46
S034,2020-06-01,24.4,3.53
S034,2020-07-01,27.67,3.82
S034,2020-08-01,25.46,3.01
S034,2020-09-01,22.81,3.9
S034,2020-10-01,25.3,3.63
S034,2020-11-01,26.45,4.28
S034,2020-12-01,26.27,3.96
S034,2021-01-01,27.9,4.81
S034,2021-02-01,25.19,4.4
S034,2021-03-01,28.43,4.41
S034,2021-04-01,27.35,4.18
S034,2021-05-01,28.67,5.02
S034,2021-06-01,27.82,3.68
S034,2021-07-01,24.97,3.65
S034,2021-08-01,22.18,3.58
S034,2021-09-01,25.71,3.26
S034,2021-10-01,26.45,3.83
S034,2021-11-01,24.51,3.75
S034,2021-12-01,29.0,4.16
S034,2022-01-01,27.62,4.02
S034,2022-02-01,28.45,4.04
S034,2022-03-01,25.45,4.85
S034,2022-04-01,28.57,4.32
S034,2022-05-01,27.52,3.87
S034,2022-06-01,26.33,3.46
S034,2022-07-01,29.02,3.42
S034,2022-08-01,23.33,3.55
S034,2022-09-01,26.54,3.64
S034,2022-10-01,23.02,4.05
S034,2022-11-01,26.7,3.95
S034,2022-12-01,27.68,4.66
S034,2023-01-01,30.88,3.88
S034,2023-02-01,30.77,4.31
S034,2023-03-01,29.36,3.73
S034,2023-04-01,28.08,3.95
S034,2023-05-01,28.85,4.41
S034,2023-06-01,23.49,3.93
S034,2023-07-01,27.29,3.73
S034,2023-08-01,25.97,3.78
S034,2023-09-01,25.12,3.56
S034,2023-10-01,23.05,3.34
S034,2023-11-01,26.67,3.79
S034,2023-12-01,26.4,3.81
S034,2024-01-01,27.15,4.4
S034,2024-02-01,27.84,3.8
S034,2024-03-01,29.72,4.18
S034,2024-04-01,28.39,4.68
S034,2024-05-01,27.58,4.18
S034,2024-06-01,24.84,3.87
S034,2024-07-01,26.52,3.32
S034,2024-08-01,25.18,3.71
S034,2024-09-01,24.67,3.95
S034,2024-10-01,25.38,4.12
S034,2024-11-01,24.12,3.83
S034,2024-12-01,26.73,3.62
S035,2019-01-01,42.07,7.85
S035,2019-02-01,41.34,7.41
S035,2019-03-01,41.76,7.09
S035,2019-04-01,38.63,7.05
S035,2019-05-01,38.54,7.66
S035,2019-06-01,39.46,6.9
S035,2019-07-01,39.97,6.52
S035,2019-08-01,36.75,6.76
S035,2019-09-01,39.17,6.85
S035,2019-10-01,38.27,6.77
S035,2019-11-01,39.23,6.91
S035,2019-12-01,38.09,7.02
S035,2020-01-01,39.02,7.18
S035,2020-02-01,40.64,8.03
S035,2020-03-01,41.57,6.88
S035,2020-04-01,41.16,7.42
S035,2020-05-01,43.14,6.98
S035,2020-06-01,37.26,7.25
S035,2020-07-01,36.56,6.72
S035,2020-08-01,37.51,6.72
S035,2020-09-01,38.67,6.5
S035,2020-10-01,37.49,6.74
S035,2020-11-01,38.86,6.88
S035,2020-12-01,40.29,7.26
S035,2021-01-01,41.22,7.29
S035,2021-02-01,38.99,7.28
S035,2021-03-01,42.35,7.52
S035,2021-04-01,40.33,7.07
S035,2021-05-01,39.77,7.31
S035,2021-06-01,41.18,6.88
S035,2021-07-01,39.99,6.89
S035,2021-08-01,37.71,6.68
S035,2021-09-01,38.75,6.8
S035,2021-10-01,41.31,6.49
S035,2021-11-01,39.41,6.69
S035,2021-12-01,38.33,7.0
S035,2022-01-01,40.84,8.03
S035,2022-02-01,41.09,6.92
S035,2022-03-01,42.04,6.68
S035,2022-04-01,41.23,7.27
S035,2022-05-01,41.82,7.45
S035,2022-06-01,38.88,6.96
S035,2022-07-01,37.48,6.52
S035,2022-08-01,38.36,6.36
S035,2022-09-01,37.01,6.41
S035,2022-10-01,38.72,7.28
S035,2022-11-01,36.68,6.3
S035,2022-12-01,39.44,7.01
S035,2023-01-01,40.96,7.02
S035,2023-02-01,41.06,7.37
S035,2023-03-01,43.19,6.72
S035,2023-04-01,40.81,7.33
S035,2023-05-01,39.25,7.67
S035,2023-06-01,38.68,6.99
S035,2023-07-01,39.47,6.68
S035,2023-08-01,35.13,6.62
S035,2023-09-01,39.18,6.6
S035,2023-10-01,36.63,7.02
S035,2023-11-01,38.14,6.7
S035,2023-12-01,39.86,7.23
S035,2024-01-01,44.2,7.4
S035,2024-02-01,43.1,7.11
S035,2024-03-01,40.09,7.32
S035,2024-04-01,41.52,6.94
S035,2024-05-01,40.37,7.27
S035,2024-06-01,40.17,7.15
S035,2024-07-01,39.07,6.7
S035,2024-08-01,37.13,6.38
S035,2024-09-01,40.31,6.71
S035,2024-10-01,37.56,6.47
S035,2024-11-01,43.04,6.53
S035,2024-12-01,38.99,7.13
S036,2019-01-01,36.84,8.38
S036,2019-02-01,39.38,8.36
S036,2019-03-01,35.35,8.17
S036,2019-04-01,37.13,8.83
S036,2019-05-01,33.84,8.46
S036,2019-06-01,35.21,8.2
S036,2019-07-01,33.78,7.54
S036,2019-08-01,34.33,7.88
S036,2019-09-01,34.39,7.64
S036,2019-10-01,32.31,7.22
S036,2019-11-01,35.17,7.92
S036,2019-12-01,33.49,7.79
S036,2020-01-01,35.24,7.65
S036,2020-02-01,35.44,7.87
S036,2020-03-01,36.32,8.03
S036,2020-04-01,34.23,8.81
S036,2020-05-01,37.82,7.86
S036,2020-06-01,35.35,8.07
S036,2020-07-01,35.72,7.55
S036,2020-08-01,34.84,7.52
S036,2020-09-01,30.93,7.86
S036,2020-10-01,35.14,8.46
S036,2020-11-01,32.14,8.01
S036,2020-12-01,34.32,8.18
S036,2021-01-01,33.73,7.72
S036,2021-02-01,35.51,8.23
S036,2021-03-01,35.98,8.44
S036,2021-04-01,38.21,8.39
S036,2021-05-01,38.36,8.22
S036,2021-06-01,33.11,8.36
S036,2021-07-01,33.03,8.07
S036,2021-08-01,35.57,7.82
S036,2021-09-01,30.69,7.37
S036,2021-10-01,35.19,7.64
S036,2021-11-01,34.06,8.02
S036,2021-12-01,35.98,8.03
S036,2022-01-01,43.61,9.24
S036,2022-02-01,45.94,9.61
S036,2022-03-01,44.54,9.81
S036,2022-04-01,44.46,9.19
S036,2022-05-01,42.79,9.04
S036,2022-06-01,42.52,9.55
S036,2022-07-01,40.72,9.09
S036,2022-08-01,40.21,8.84
S036,2022-09-01,38.66,8.82
S036,2022-10-01,40.9,9.08
S036,2022-11-01,42.26,8.67
S036,2022-12-01,44.55,9.25
S036,2023-01-01,44.22,9.33
S036,2023-02-01,43.88,9.51
S036,2023-03-01,45.64,8.96
S036,2023-04-01,43.85,9.37
S036,2023-05-01,44.31,9.69
S036,2023-06-01,41.77,9.03
S036,2023-07-01,41.16,8.79
S036,2023-08-01,40.67,9.15
S036,2023-09-01,39.34,9.01
S036,2023-10-01,38.64,8.75
S036,2023-11-01,41.43,9.53
S036,2023-12-01,42.51,8.52
S036,2024-01-01,40.93,9.34
S036,2024-02-01,45.58,9.55
S036,2024-03-01,45.18,9.83
S036,2024-04-01,43.85,9.71
S036,2024-05-01,41.48,9.06
S036,2024-06-01,40.21,9.1
S036,2024-07-01,41.86,9.07
S036,2024-08-01,41.29,8.64
S036,2024-09-01,40.64,8.43
S036,2024-10-01,43.24,8.83
S036,2024-11-01,41.19,9.51
S036,2024-12-01,41.06,8.84
